open3dcp_column,block,target_entity,mapping_class,notes
recycled_sand,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
iron_oxide_pigment,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
titanium_dioxide_pigment,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
chromium_oxide_pigment,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
carbon_black_pigment,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
pigment_other,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
mason_sand,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
fine_sand,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
concrete_sand,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
coarse_sand,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
fine_agg_fineness_modulus,Composition,Property on the aggregate MaterialSpec,normalized,
fine_agg_unspecified,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_89,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_8,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_7,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_67,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_6,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_57,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_5,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_467,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_4,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_357,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_3,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_2,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_size_1,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
coarse_agg_unspecified,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
agg_fraction_d_lower_mm,Composition,Property (with bounds) on the aggregate MaterialSpec,normalized,
agg_fraction_d_upper_mm,Composition,Property (with bounds) on the aggregate MaterialSpec,normalized,
agg_grading_designation,Composition,MaterialSpec name / tags,normalized,
steel_fiber,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
pp_fiber,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
glass_fiber,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
carbon_fiber,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
pva_fiber,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
basalt_fiber,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
nylon_fiber,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
aramid_fiber,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
cellulose_fiber,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
fiber_length_mm,Composition,Property on the ingredient MaterialSpec,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
fiber_diameter_mm,Composition,Property on the ingredient MaterialSpec,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
fiber_aspect_ratio,Composition,Property on the ingredient MaterialSpec,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
fiber_tensile_strength_mpa,Composition,Property on the ingredient MaterialSpec,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
superplasticizer,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
water_reducer,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
accelerator,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
calcium_formate,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
retarder,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
air_entrainer,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
vma,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
shrinkage_reducer,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
corrosion_inhibitor,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
hpmc,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
sepiolite_clay,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
attapulgite,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
calcium_bentonite,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
water,Composition,IngredientSpec/IngredientRun (mass_fraction) -> mixing ProcessSpec -> MaterialSpec/Run,normalized,
w_c_ratio,Composition,derived Property on MaterialSpec,derived,
w_b_ratio,Composition,derived Property on MaterialSpec,derived,
a_b_ratio,Composition,derived Property on MaterialSpec,derived,
water_premix_pct,Composition,Parameter on the mixing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
water_temperature_c,Composition,Condition on the mixing ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
aggregate_moisture_state,Composition,Condition on the mixing ProcessRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
aggregate_absorption_pct,Composition,Property on the aggregate MaterialSpec,normalized,"intrinsic aggregate property, not a process condition"
aggregate_moisture_content_pct,Composition,Condition on the mixing ProcessRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
original_basis,Composition,quantity basis on IngredientRun + tags,normalized,"GEMD quantities carry an explicit basis (mass/volume/number fraction, absolute)"
admixture_basis,Composition,quantity basis on IngredientRun + tags,normalized,"GEMD quantities carry an explicit basis (mass/volume/number fraction, absolute)"
total_batched_mass_kg_m3,Composition,quantity basis on IngredientRun + tags,normalized,"GEMD quantities carry an explicit basis (mass/volume/number fraction, absolute)"
total_binder_kg_m3,Composition,quantity basis on IngredientRun + tags,normalized,"GEMD quantities carry an explicit basis (mass/volume/number fraction, absolute)"
test_age_days,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
specimen_prep,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
specimen_geometry,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
specimen_length_mm,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
specimen_width_mm,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
specimen_height_mm,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
test_orientation,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
test_orientation_code,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
test_method_code,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
n_specimens,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
curing_regime,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
curing_regime_code,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
curing_temperature_c,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
curing_humidity_pct,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
curing_duration_days,Conditions,Condition/Parameter on MeasurementSpec–MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
is_3d_printed,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
print_speed_mm_s,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
layer_height_mm,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
layer_time_gap_s,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
nozzle_diameter_mm,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
nozzle_shape,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
nozzle_area_mm2,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
filament_width_mm,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
layer_width_mm,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
extrusion_rate_l_min,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
num_layers,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
path_length_mm,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
infill_pattern,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
contour_count,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
print_direction,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
pump_type,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
pump_pressure_bar,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
pump_rotational_speed_rpm,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
pump_distance_m,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
pipe_diameter_mm,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
pumping_duration_s,Processing,Parameter on the printing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
mixing_time_s,Processing,Parameter on the mixing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
mixing_speed_rpm,Processing,Parameter on the mixing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
mixer_type,Processing,Parameter on the mixing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
shear_rate_per_s,Processing,Parameter on the mixing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
admixture_addition_point,Processing,Parameter on the mixing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
aggregate_prewetted,Processing,Parameter on the mixing ProcessSpec–ProcessRun,normalized,no controlled 3DCP parameter templates exist; project-defined AttributeTemplates required
mix_temperature_c,Conditions,Condition on ProcessRun / MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
ambient_temperature_c,Conditions,Condition on ProcessRun / MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
ambient_humidity_pct,Conditions,Condition on ProcessRun / MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
wind_speed_m_s,Conditions,Condition on ProcessRun / MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
slump_mm,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
spread_mm,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
yield_stress_pa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
plastic_viscosity_pa_s,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
static_yield_stress_pa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
dynamic_yield_stress_pa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
thixotropy_pa_per_s,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
structuration_rate_pa_per_s,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
open_time_min,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
green_strength_kpa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
air_content_fresh_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
unit_weight_fresh_kg_m3,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
setting_time_initial_min,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
setting_time_final_min,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
bleeding_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
temperature_fresh_c,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
j_ring_mm,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
v_funnel_s,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
l_box_ratio,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
segregation_resistance_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
design_strength_mpa,Properties,Property (with bounds) on MaterialSpec / tag,partial,"a specification target, not a measured property — Spec side, not Run"
compressive_strength_mpa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
tensile_strength_mpa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
splitting_tensile_mpa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
flexural_strength_mpa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
elastic_modulus_gpa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
bond_strength_mpa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
